Rental Commencement Month,Block No.,Street Name,Monthly Rent (S$),Flat Type
Mar 2024,303,Bt Batok St 31,"3,200.00",05
Mar 2024,388,Bt Batok West Ave 5,"3,200.00",05
Mar 2024,392,Bt Batok West Ave 5,"3,550.00",05
Mar 2024,393,Bt Batok West Ave 5,"3,800.00",05
Mar 2024,437A,Bt Batok West Ave 5,"2,700.00",05
Mar 2024,443C,Bt Batok West Ave 8,"3,400.00",05
Mar 2024,511,Bt Batok St 52,"4,200.00",05
Mar 2024,620,Bt Batok Ctrl,"4,000.00",05
Mar 2024,125,Bt Batok Ctrl,"3,500.00",06
Mar 2024,125,Bt Batok Ctrl,"3,550.00",06
Mar 2024,7,Telok Blangah Cres,800.00,01
Mar 2024,45,Telok Blangah Dr,"2,650.00",02
Mar 2024,48,Lower Delta Rd,"2,600.00",02
Mar 2024,1,Jln Bt Merah,"2,800.00",03
Mar 2024,1,Telok Blangah Cres,"2,400.00",03
Mar 2024,103,Bt Purmei Rd,"2,800.00",03
Mar 2024,105,Bt Purmei Rd,"2,800.00",03
Mar 2024,105,Henderson Cres,"2,500.00",03
Mar 2024,109,Bt Purmei Rd,"2,200.00",03
Mar 2024,119,Bt Merah View,"2,600.00",03
Mar 2024,12,Telok Blangah Cres,"2,200.00",03
Mar 2024,12,Telok Blangah Cres,"2,500.00",03
Mar 2024,128,Bt Merah View,"2,500.00",03
Mar 2024,128,Bt Merah View,"3,250.00",03
Mar 2024,128,Bt Merah View,"3,300.00",03
Mar 2024,128,Bt Merah View,"3,400.00",03
Mar 2024,129,Bt Merah View,"3,000.00",03
Mar 2024,131,Jln Bt Merah,"1,800.00",03
Mar 2024,133,Jln Bt Merah,"3,000.00",03
Mar 2024,136,Jln Bt Merah,"3,000.00",03
Mar 2024,141,Jln Bt Merah,"1,800.00",03
Mar 2024,142,Jln Bt Merah,"3,400.00",03
Mar 2024,148,Silat Ave,"3,000.00",03
Mar 2024,149,Silat Ave,"3,000.00",03
Mar 2024,15,Telok Blangah Cres,"2,500.00",03
Mar 2024,16,Telok Blangah Cres,"2,400.00",03
Mar 2024,18,Cantonment Cl,"3,200.00",03
Mar 2024,19,Lim Liak St,"4,650.00",03
Mar 2024,2,Everton Pk,"2,600.00",03
Mar 2024,21,Telok Blangah Cres,"3,000.00",03
Mar 2024,21,Telok Blangah Cres,"3,500.00",03
Mar 2024,22,Tiong Bahru Rd,"4,000.00",03
Mar 2024,26,Jln Klinik,"3,000.00",03
Mar 2024,30,Jln Klinik,"1,350.00",03
Mar 2024,31,Telok Blangah Rise,"2,300.00",03
Mar 2024,32,Telok Blangah Rise,"2,400.00",03
Mar 2024,32,Telok Blangah Rise,"2,800.00",03
Mar 2024,33,Telok Blangah Way,"2,600.00",03
Mar 2024,34,Jln Bt Ho Swee,"2,600.00",03
Mar 2024,34,Jln Bt Ho Swee,"3,500.00",03
Mar 2024,36,Moh Guan Ter,"3,700.00",03
Mar 2024,37,Jln Rumah Tinggi,"2,400.00",03
Mar 2024,37,Jln Rumah Tinggi,"2,800.00",03
Mar 2024,37,Jln Rumah Tinggi,"3,000.00",03
Mar 2024,38,Beo Cres,"3,200.00",03
Mar 2024,38,Telok Blangah Rise,"3,000.00",03
Mar 2024,40,Beo Cres,"2,900.00",03
Mar 2024,43,Telok Blangah Rise,"2,750.00",03
Mar 2024,44,Telok Blangah Dr,"2,150.00",03
Mar 2024,46,Jln Bt Ho Swee,"3,000.00",03
Mar 2024,60,Telok Blangah Hts,"3,100.00",03
Mar 2024,60,Telok Blangah Hts,"3,600.00",03
Mar 2024,64,Telok Blangah Dr,"2,200.00",03
Mar 2024,7,Everton Pk,"3,150.00",03
Mar 2024,75,Telok Blangah Dr,"2,300.00",03
Mar 2024,75,Telok Blangah Dr,"3,300.00",03
Mar 2024,75,Telok Blangah Dr,"3,900.00",03
Mar 2024,77,Indus Rd,"3,400.00",03
Mar 2024,80C,Telok Blangah St 31,"3,000.00",03
Mar 2024,101,Henderson Cres,"1,900.00",04
Mar 2024,102,Henderson Cres,"3,600.00",04
Mar 2024,103,Bt Purmei Rd,"3,800.00",04
Mar 2024,104,Henderson Cres,"3,700.00",04
Mar 2024,105,Bt Purmei Rd,"3,300.00",04
Mar 2024,106A,Depot Rd,"2,100.00",04
Mar 2024,108,Bt Purmei Rd,"2,200.00",04
Mar 2024,115,Bt Purmei Rd,"3,900.00",04
Mar 2024,118A,Jln Membina,"1,800.00",04
Mar 2024,118A,Jln Membina,"4,000.00",04
Mar 2024,118D,Jln Membina,"2,650.00",04
Mar 2024,118D,Jln Membina,"3,300.00",04
Mar 2024,119C,Kim Tian Rd,"3,650.00",04
Mar 2024,119D,Kim Tian Rd,"3,800.00",04
Mar 2024,124A,Bt Merah View,"3,200.00",04
Mar 2024,124B,Bt Merah View,"4,000.00",04
Mar 2024,16,Cantonment Cl,"4,100.00",04
Mar 2024,19,Cantonment Cl,"4,500.00",04
Mar 2024,21,Jln Membina,"3,800.00",04
Mar 2024,23,Jln Membina,"3,900.00",04
Mar 2024,24,Telok Blangah Cres,"3,000.00",04
Mar 2024,26C,Jln Membina,"3,800.00",04
Mar 2024,27A,Jln Membina,"4,000.00",04
Mar 2024,3,Delta Ave,"3,600.00",04
Mar 2024,3,Delta Ave,"4,000.00",04
Mar 2024,40,Jln Rumah Tinggi,"2,400.00",04
Mar 2024,40,Telok Blangah Rise,"3,200.00",04
Mar 2024,4B,Boon Tiong Rd,"4,000.00",04
Mar 2024,50,Hoy Fatt Rd,"2,500.00",04
Mar 2024,54,Havelock Rd,"3,500.00",04
Mar 2024,56,Telok Blangah Hts,"3,800.00",04
Mar 2024,6A,Boon Tiong Rd,"3,050.00",04
Mar 2024,6A,Boon Tiong Rd,"4,200.00",04
Mar 2024,75C,Redhill Rd,"3,300.00",04
Mar 2024,75C,Redhill Rd,"4,000.00",04
Mar 2024,76A,Redhill Rd,"3,200.00",04
Mar 2024,80A,Telok Blangah St 31,"3,850.00",04
Mar 2024,80A,Telok Blangah St 31,"4,100.00",04
Mar 2024,8B,Boon Tiong Rd,"3,800.00",04
Mar 2024,95C,Henderson Rd,"4,100.00",04
Mar 2024,9B,Boon Tiong Rd,"4,400.00",04
Mar 2024,106,Spottiswoode Pk Rd,"4,400.00",05
Mar 2024,109,Spottiswoode Pk Rd,"4,000.00",05
Mar 2024,109,Spottiswoode Pk Rd,"4,600.00",05
Mar 2024,114,Depot Rd,"3,800.00",05
Mar 2024,118C,Jln Membina,"4,000.00",05
Mar 2024,123,Kim Tian Rd,"4,800.00",05
Mar 2024,125,Bt Merah View,"3,700.00",05
Mar 2024,126,Bt Merah View,"4,350.00",05
Mar 2024,130,Bt Merah View,"6,200.00",05
Mar 2024,17,Telok Blangah Cres,"3,500.00",05
Mar 2024,23,Jln Membina,"3,400.00",05
Mar 2024,25,Telok Blangah Cres,"3,700.00",05
Mar 2024,52,Lengkok Bahru,"4,300.00",05
Mar 2024,53,Havelock Rd,"4,500.00",05
Mar 2024,53,Telok Blangah Dr,"4,200.00",05
Mar 2024,67,Telok Blangah Dr,"4,200.00",05
Mar 2024,70,Redhill Cl,"4,000.00",05
Mar 2024,73A,Redhill Rd,"4,300.00",05
Mar 2024,74,Telok Blangah Hts,"3,200.00",05
Mar 2024,75A,Redhill Rd,"4,300.00",05
Mar 2024,75B,Redhill Rd,"3,600.00",05
Mar 2024,75B,Redhill Rd,"4,500.00",05
Mar 2024,75C,Redhill Rd,"4,650.00",05
Mar 2024,76A,Redhill Rd,"3,000.00",05
Mar 2024,77A,Redhill Rd,"4,600.00",05
Mar 2024,83,Redhill Lane,"3,600.00",05
Mar 2024,85,Telok Blangah Hts,"4,200.00",05
Mar 2024,87,Redhill Cl,"4,250.00",05
Mar 2024,87,Redhill Cl,"4,900.00",05
Mar 2024,87,Telok Blangah Hts,"4,150.00",05
Mar 2024,9B,Boon Tiong Rd,"4,900.00",05
Mar 2024,633A,Senja Rd,"1,600.00",02
Mar 2024,633A,Senja Rd,"2,300.00",02
Mar 2024,113,Pending Rd,"2,000.00",03
Mar 2024,118,Pending Rd,"2,200.00",03
Mar 2024,205,Petir Rd,"2,000.00",03
Mar 2024,216,Petir Rd,"2,200.00",03
Mar 2024,442B,Fajar Rd,"2,800.00",03
Mar 2024,547D,Segar Rd,"2,600.00",03
Mar 2024,633A,Senja Rd,"3,000.00",03
Mar 2024,633D,Senja Rd,"1,800.00",03
Mar 2024,108,Gangsa Rd,"3,200.00",04
Mar 2024,118,Pending Rd,"3,000.00",04
Mar 2024,174,Lompang Rd,"2,000.00",04
Mar 2024,177,Lompang Rd,"3,200.00",04
Mar 2024,215,Petir Rd,"3,200.00",04
Mar 2024,237,Bt Panjang Ring Rd,"2,800.00",04
Mar 2024,246,Bangkit Rd,"3,300.00",04
Mar 2024,401,Fajar Rd,"2,200.00",04
Mar 2024,404,Fajar Rd,"2,200.00",04
Mar 2024,420,Fajar Rd,"3,000.00",04
Mar 2024,441,Fajar Rd,"1,550.00",04
Mar 2024,450,Bt Panjang Ring Rd,"2,150.00",04
Mar 2024,461,Segar Rd,"3,550.00",04
Mar 2024,465,Segar Rd,"3,100.00",04
Mar 2024,467,Segar Rd,"1,750.00",04
Mar 2024,469,Segar Rd,"3,000.00",04
Mar 2024,501,Jelapang Rd,"3,200.00",04
Mar 2024,511,Jelapang Rd,"3,000.00",04
Mar 2024,522,Jelapang Rd,"3,400.00",04
Mar 2024,524,Jelapang Rd,"2,550.00",04
Mar 2024,605,Senja Rd,"3,500.00",04
Mar 2024,606,Senja Rd,"3,300.00",04
Mar 2024,633A,Senja Rd,"3,000.00",04
Mar 2024,633B,Senja Rd,"3,200.00",04
Mar 2024,170,Gangsa Rd,"3,300.00",05
Mar 2024,176,Lompang Rd,"3,500.00",05
Mar 2024,179,Lompang Rd,"3,400.00",05
Mar 2024,179,Lompang Rd,"3,800.00",05
Mar 2024,184,Jelebu Rd,"3,400.00",05
Mar 2024,201,Petir Rd,"4,000.00",05
Mar 2024,238,Bt Panjang Ring Rd,"3,100.00",05
Mar 2024,259,Bt Panjang Ring Rd,"3,300.00",05
Mar 2024,406,Fajar Rd,"3,600.00",05
Mar 2024,440,Fajar Rd,"3,500.00",05
Mar 2024,448,Bt Panjang Ring Rd,"3,200.00",05
Mar 2024,450,Bt Panjang Ring Rd,"3,300.00",05
Mar 2024,452,Fajar Rd,"2,700.00",05
Mar 2024,452,Fajar Rd,"3,200.00",05
Mar 2024,480,Segar Rd,"3,300.00",05
Mar 2024,501,Jelapang Rd,"3,000.00",05
Mar 2024,506,Jelapang Rd,"3,400.00",05
Mar 2024,609,Bt Panjang Ring Rd,"3,450.00",05
Mar 2024,626,Senja Rd,"3,000.00",05
Mar 2024,626,Senja Rd,"3,450.00",05
Mar 2024,629,Senja Rd,"2,400.00",05
Mar 2024,630,Senja Rd,"2,400.00",05
Mar 2024,630,Senja Rd,"3,000.00",05
Mar 2024,630,Senja Rd,"3,300.00",05
Mar 2024,650,Senja Link,"3,600.00",05
Mar 2024,655,Senja Rd,"3,300.00",05
Mar 2024,101,Gangsa Rd,"3,600.00",06
Mar 2024,133,Cashew Rd,"3,900.00",06
Mar 2024,239,Bt Panjang Ring Rd,"2,700.00",06
Mar 2024,452,Fajar Rd,"3,988.00",06
Mar 2024,543,Jelapang Rd,"3,000.00",06
Mar 2024,655,Senja Rd,"3,000.00",06
Mar 2024,8,Empress Rd,"2,300.00",03
Mar 2024,8,Empress Rd,"3,100.00",03
Mar 2024,8,Empress Rd,"3,580.00",03
Mar 2024,17,Toh Yi Dr,"3,300.00",04
Mar 2024,2,Queen's Rd,"3,809.00",04
Mar 2024,5,Toh Yi Dr,"4,200.00",05
Mar 2024,8,Empress Rd,"4,200.00",05
Mar 2024,9,Jln Kukoh,"1,600.00",02
Mar 2024,1,Tg Pagar Plaza,"3,400.00",03
Mar 2024,264,Waterloo St,"3,700.00",03
Mar 2024,269A,Queen St,"3,100.00",03
Mar 2024,271,Queen St,"2,600.00",03
Mar 2024,271,Queen St,"3,100.00",03
Mar 2024,271,Queen St,"3,200.00",03
Mar 2024,271,Queen St,"3,550.00",03
Mar 2024,29,Kelantan Rd,"2,400.00",03
Mar 2024,29,Kelantan Rd,"2,500.00",03
Mar 2024,29,Kelantan Rd,"2,750.00",03
Mar 2024,29,Kelantan Rd,"3,300.00",03
Mar 2024,30,Kelantan Rd,"3,400.00",03
Mar 2024,32,New Mkt Rd,"2,400.00",03
Mar 2024,34,Upp Cross St,"3,400.00",03
Mar 2024,34,Upp Cross St,"3,500.00",03
Mar 2024,4,Sago Lane,"2,800.00",03
Mar 2024,4,Tg Pagar Plaza,"3,500.00",03
Mar 2024,5,Tg Pagar Plaza,"3,200.00",03
Mar 2024,5,Tg Pagar Plaza,"3,500.00",03
Mar 2024,532,Upp Cross St,"3,350.00",03
Mar 2024,533,Upp Cross St,"3,200.00",03
Mar 2024,533,Upp Cross St,"3,600.00",03
Mar 2024,535,Upp Cross St,"3,000.00",03
Mar 2024,536,Upp Cross St,"3,300.00",03
Mar 2024,633,Veerasamy Rd,"3,300.00",03
Mar 2024,668,Chander Rd,"2,300.00",03
Mar 2024,8,Jln Kukoh,"3,400.00",03
Mar 2024,8,Selegie Rd,"2,300.00",03
Mar 2024,9,Selegie Rd,"3,000.00",03
Mar 2024,1A,Cantonment Rd,"4,550.00",04
Mar 2024,1A,Cantonment Rd,"5,100.00",04
Mar 2024,1B,Cantonment Rd,"4,800.00",04
Mar 2024,1B,Cantonment Rd,"4,860.00",04
Mar 2024,1B,Cantonment Rd,"5,200.00",04
Mar 2024,1C,Cantonment Rd,"5,000.00",04
Mar 2024,1C,Cantonment Rd,"5,100.00",04
Mar 2024,1C,Cantonment Rd,"5,500.00",04
Mar 2024,1D,Cantonment Rd,"5,062.00",04
Mar 2024,1E,Cantonment Rd,"4,800.00",04
Mar 2024,1F,Cantonment Rd,"5,200.00",04
Mar 2024,1G,Cantonment Rd,"4,600.00",04
Mar 2024,1G,Cantonment Rd,"4,800.00",04
Mar 2024,233,Bain St,"4,000.00",04
Mar 2024,269B,Queen St,"3,900.00",04
Mar 2024,334,Kreta Ayer Rd,"2,500.00",04
Mar 2024,53,Chin Swee Rd,"2,600.00",04
Mar 2024,53,Chin Swee Rd,"2,800.00",04
Mar 2024,633,Veerasamy Rd,"3,500.00",04
Mar 2024,663,Buffalo Rd,"4,100.00",04
Mar 2024,671A,Klang Lane,"2,700.00",04
Mar 2024,671A,Klang Lane,"3,000.00",04
Mar 2024,8,Tg Pagar Plaza,"4,000.00",04
Mar 2024,1A,Cantonment Rd,"4,200.00",05
Mar 2024,1A,Cantonment Rd,"5,000.00",05
Mar 2024,1C,Cantonment Rd,"5,300.00",05
Mar 2024,1F,Cantonment Rd,"5,200.00",05
Mar 2024,166A,Teck Whye Cres,"2,600.00",02
Mar 2024,166A,Teck Whye Cres,"3,000.00",03
Mar 2024,2,Teck Whye Ave,"2,500.00",03
Mar 2024,476C,Choa Chu Kang Ave 5,"2,500.00",03
Mar 2024,490B,Choa Chu Kang Ave 5,"1,000.00",03
Mar 2024,144,Teck Whye Lane,"1,500.00",04
Mar 2024,15,Teck Whye Lane,"2,900.00",04
Mar 2024,210,Choa Chu Kang Ctrl,"2,800.00",04
Mar 2024,213,Choa Chu Kang Ctrl,"3,200.00",04
Mar 2024,215,Choa Chu Kang Ctrl,"3,500.00",04
Mar 2024,223,Choa Chu Kang Ctrl,"3,500.00",04
Mar 2024,252,Choa Chu Kang Ave 2,"2,000.00",04
Mar 2024,280,Choa Chu Kang Ave 3,"2,800.00",04
Mar 2024,295,Choa Chu Kang Ave 2,"1,600.00",04
Mar 2024,296D,Choa Chu Kang Ave 2,"2,800.00",04
Mar 2024,306,Choa Chu Kang Ave 4,"3,700.00",04
Mar 2024,354,Choa Chu Kang Ctrl,"2,900.00",04
Mar 2024,405,Choa Chu Kang Ave 3,"3,300.00",04
Mar 2024,411,Choa Chu Kang Ave 3,"3,350.00",04
Mar 2024,412,Choa Chu Kang Ave 3,"3,000.00",04
Mar 2024,417,Choa Chu Kang Ave 4,"3,200.00",04
Mar 2024,423,Choa Chu Kang Ave 4,"2,700.00",04
Mar 2024,432,Choa Chu Kang Ave 4,"2,800.00",04
Mar 2024,443,Choa Chu Kang Ave 4,"1,600.00",04
Mar 2024,443,Choa Chu Kang Ave 4,"3,400.00",04
Mar 2024,484C,Choa Chu Kang Ave 5,"2,600.00",04
Mar 2024,484D,Choa Chu Kang Ave 5,"3,000.00",04
Mar 2024,485A,Choa Chu Kang Ave 5,"2,800.00",04
Mar 2024,609,Choa Chu Kang St 62,"3,200.00",04
Mar 2024,626,Choa Chu Kang St 62,"2,000.00",04
Mar 2024,627,Choa Chu Kang St 62,"3,500.00",04
Mar 2024,627,Choa Chu Kang St 62,"3,650.00",04
Mar 2024,631,Choa Chu Kang Nth 6,"3,500.00",04
Mar 2024,635,Choa Chu Kang Nth 6,"3,200.00",04
Mar 2024,640,Choa Chu Kang St 64,"3,700.00",04
Mar 2024,679,Choa Chu Kang Cres,"2,000.00",04
Mar 2024,692B,Choa Chu Kang Cres,"3,000.00",04
Mar 2024,701,Choa Chu Kang St 53,"3,000.00",04
Mar 2024,765,Choa Chu Kang Nth 5,"3,300.00",04
Mar 2024,766,Choa Chu Kang Nth 5,"2,600.00",04
Mar 2024,785,Choa Chu Kang Dr,"3,300.00",04
Mar 2024,786,Choa Chu Kang Dr,"2,900.00",04
Mar 2024,8,Teck Whye Ave,"2,900.00",04
Mar 2024,810A,Choa Chu Kang Ave 7,"3,000.00",04
Mar 2024,812C,Choa Chu Kang Ave 7,"3,400.00",04
Mar 2024,818B,Choa Chu Kang Ave 1,"3,800.00",04
Mar 2024,13,Teck Whye Lane,"2,500.00",05
Mar 2024,13,Teck Whye Lane,"3,400.00",05
Mar 2024,158,Jln Teck Whye,"3,400.00",05
Mar 2024,276,Choa Chu Kang Ave 2,"3,750.00",05
Mar 2024,296A,Choa Chu Kang Ave 2,"3,100.00",05
Mar 2024,297B,Choa Chu Kang Ave 2,"3,100.00",05
Mar 2024,345,Choa Chu Kang Loop,"3,900.00",05
Mar 2024,438,Choa Chu Kang Ave 4,"3,300.00",05
Mar 2024,440,Choa Chu Kang Ave 4,"3,200.00",05
Mar 2024,461,Choa Chu Kang Ave 4,"2,900.00",05
Mar 2024,461,Choa Chu Kang Ave 4,"3,000.00",05
Mar 2024,469,Choa Chu Kang Ave 3,"3,400.00",05
Mar 2024,485,Choa Chu Kang Ave 5,"3,400.00",05
Mar 2024,485B,Choa Chu Kang Ave 5,"2,550.00",05
Mar 2024,487C,Choa Chu Kang Ave 5,"3,350.00",05
Mar 2024,502,Choa Chu Kang St 51,"3,500.00",05
Mar 2024,507,Choa Chu Kang St 51,"3,600.00",05
Mar 2024,509,Choa Chu Kang St 51,"3,600.00",05
Mar 2024,540,Choa Chu Kang St 52,"3,300.00",05
Mar 2024,541,Choa Chu Kang St 52,"2,200.00",05
Mar 2024,620,Choa Chu Kang St 62,"3,700.00",05
Mar 2024,665,Choa Chu Kang Cres,"2,500.00",05
Mar 2024,670,Choa Chu Kang Cres,"3,400.00",05
Mar 2024,672B,Choa Chu Kang Cres,"2,400.00",05
Mar 2024,683C,Choa Chu Kang Cres,"3,000.00",05
Mar 2024,684B,Choa Chu Kang Cres,"3,000.00",05
Mar 2024,684C,Choa Chu Kang Cres,"2,900.00",05
Mar 2024,684D,Choa Chu Kang Cres,"3,000.00",05
Mar 2024,686A,Choa Chu Kang Cres,"2,500.00",05
Mar 2024,687D,Choa Chu Kang Dr,"3,500.00",05
Mar 2024,690A,Choa Chu Kang Cres,"3,400.00",05
Mar 2024,690D,Choa Chu Kang Cres,"2,000.00",05
Mar 2024,690D,Choa Chu Kang Cres,"3,200.00",05
Mar 2024,691A,Choa Chu Kang Cres,"2,200.00",05
Mar 2024,691A,Choa Chu Kang Cres,"3,200.00",05
Mar 2024,692A,Choa Chu Kang Cres,"3,000.00",05
Mar 2024,7,Teck Whye Ave,"3,500.00",05
Mar 2024,752,Choa Chu Kang Nth 5,"3,000.00",05
Mar 2024,791,Choa Chu Kang Nth 6,"3,800.00",05
Mar 2024,792,Choa Chu Kang Nth 6,"3,500.00",05
Mar 2024,808A,Choa Chu Kang Ave 1,"3,900.00",05
Mar 2024,808B,Choa Chu Kang Ave 1,"3,000.00",05
Mar 2024,817B,Keat Hong Link,"3,700.00",05
Mar 2024,163,Jln Teck Whye,"2,200.00",06
Mar 2024,163,Jln Teck Whye,"3,500.00",06
Mar 2024,164,Jln Teck Whye,"4,300.00",06
Mar 2024,272,Choa Chu Kang Ave 2,"3,200.00",06
Mar 2024,437,Choa Chu Kang Ave 4,"3,400.00",06
Mar 2024,461,Choa Chu Kang Ave 4,"3,000.00",06
Mar 2024,531,Choa Chu Kang St 51,"3,600.00",06
Mar 2024,602,Choa Chu Kang St 62,"2,500.00",06
Mar 2024,603,Choa Chu Kang St 62,"3,900.00",06
Mar 2024,660,Choa Chu Kang Cres,"2,800.00",06
Mar 2024,674,Choa Chu Kang Cres,"3,500.00",06
Mar 2024,754,Choa Chu Kang Nth 5,"3,600.00",06
Mar 2024,768,Choa Chu Kang St 54,"4,000.00",06
Mar 2024,105,Clementi St 12,"3,200.00",03
Mar 2024,105,Clementi St 12,"3,300.00",03
Mar 2024,305,Clementi Ave 4,"2,600.00",03
Mar 2024,306,Clementi Ave 4,"2,200.00",03
Mar 2024,306,Clementi Ave 4,"2,850.00",03
Mar 2024,306,Clementi Ave 4,"2,900.00",03
Mar 2024,306,Clementi Ave 4,"3,000.00",03
Mar 2024,308,Clementi Ave 4,"2,750.00",03
Mar 2024,308,Clementi Ave 4,"3,000.00",03
Mar 2024,310,Clementi Ave 4,"2,750.00",03
Mar 2024,319,Clementi Ave 4,"3,200.00",03
Mar 2024,320,Clementi Ave 4,"3,000.00",03
Mar 2024,320,Clementi Ave 4,"3,400.00",03
Mar 2024,326,Clementi Ave 5,"3,000.00",03
Mar 2024,329,Clementi Ave 2,"2,500.00",03
Mar 2024,329,Clementi Ave 2,"2,600.00",03
Mar 2024,329,Clementi Ave 2,"3,200.00",03
Mar 2024,330,Clementi Ave 2,"2,800.00",03
Mar 2024,330,Clementi Ave 2,"3,000.00",03
Mar 2024,330,Clementi Ave 2,"3,800.00",03
Mar 2024,331,Clementi Ave 2,"2,600.00",03
Mar 2024,334,Clementi Ave 2,"2,300.00",03
Mar 2024,334,Clementi Ave 2,"3,400.00",03
Mar 2024,335,Clementi Ave 2,"2,900.00",03
Mar 2024,339,Clementi Ave 5,"2,800.00",03
Mar 2024,339,Clementi Ave 5,"2,900.00",03
Mar 2024,341,Clementi Ave 5,"2,700.00",03
Mar 2024,341,Clementi Ave 5,"3,000.00",03
Mar 2024,345,Clementi Ave 5,"3,200.00",03
Mar 2024,346,Clementi Ave 5,"2,200.00",03
Mar 2024,346,Clementi Ave 5,"2,700.00",03
Mar 2024,346,Clementi Ave 5,"2,950.00",03
Mar 2024,346,Clementi Ave 5,"3,200.00",03
Mar 2024,351,Clementi Ave 2,"1,800.00",03
Mar 2024,351,Clementi Ave 2,"2,200.00",03
Mar 2024,351,Clementi Ave 2,"2,450.00",03
Mar 2024,351,Clementi Ave 2,"2,600.00",03
Mar 2024,363,Clementi Ave 2,"3,000.00",03
Mar 2024,363,Clementi Ave 2,"3,100.00",03
Mar 2024,364,Clementi Ave 2,"2,900.00",03
Mar 2024,371,Clementi Ave 4,"3,400.00",03
Mar 2024,374,Clementi Ave 4,"2,500.00",03
Mar 2024,375,Clementi Ave 4,"2,600.00",03
Mar 2024,375,Clementi Ave 4,"2,900.00",03
Mar 2024,375,Clementi Ave 4,"3,300.00",03
Mar 2024,376,Clementi Ave 4,"2,600.00",03
Mar 2024,379,Clementi Ave 5,"3,200.00",03
Mar 2024,417,Clementi Ave 1,"2,300.00",03
Mar 2024,420,Clementi Ave 1,"3,600.00",03
Mar 2024,426,Clementi Ave 3,"3,200.00",03
Mar 2024,428,Clementi Ave 3,"2,600.00",03
Mar 2024,428,Clementi Ave 3,"3,000.00",03
Mar 2024,429,Clementi Ave 3,"3,000.00",03
Mar 2024,431,Clementi Ave 3,"2,000.00",03
Mar 2024,432,Clementi Ave 3,"3,100.00",03
Mar 2024,434,Clementi Ave 3,"3,000.00",03
Mar 2024,435,Clementi Ave 3,"2,800.00",03
Mar 2024,446,Clementi Ave 3,"3,400.00",03
Mar 2024,450,Clementi Ave 3,"3,300.00",03
Mar 2024,506,West Coast Dr,"1,850.00",03
Mar 2024,506,West Coast Dr,"2,000.00",03
Mar 2024,506,West Coast Dr,"2,900.00",03
Mar 2024,507,West Coast Dr,"2,900.00",03
Mar 2024,509,West Coast Dr,"2,200.00",03
Mar 2024,602,Clementi West St 1,"2,800.00",03
Mar 2024,602,Clementi West St 1,"3,000.00",03
Mar 2024,602,Clementi West St 1,"3,200.00",03
Mar 2024,608,Clementi West St 1,"2,300.00",03
Mar 2024,610,Clementi West St 1,"2,900.00",03
Mar 2024,611,Clementi West St 1,"3,400.00",03
Mar 2024,612,Clementi West St 1,"1,800.00",03
Mar 2024,612,Clementi West St 1,"2,100.00",03
Mar 2024,701,West Coast Rd,"2,200.00",03
Mar 2024,702,West Coast Rd,"2,500.00",03
Mar 2024,703,West Coast Rd,"2,400.00",03
Mar 2024,703,West Coast Rd,"2,500.00",03
Mar 2024,705,Clementi West St 2,"1,800.00",03
Mar 2024,710,Clementi West St 2,"1,600.00",03
Mar 2024,715,Clementi West St 2,"2,400.00",03
Mar 2024,113,Clementi St 13,"4,000.00",04
Mar 2024,309,Clementi Ave 4,"3,600.00",04
Mar 2024,311A,Clementi Ave 4,"4,300.00",04
Mar 2024,311B,Clementi Ave 4,"3,500.00",04
Mar 2024,311B,Clementi Ave 4,"3,700.00",04
Mar 2024,311B,Clementi Ave 4,"4,050.00",04
Mar 2024,312C,Clementi Ave 4,"2,500.00",04
Mar 2024,312C,Clementi Ave 4,"4,100.00",04
Mar 2024,315,Clementi Ave 4,"3,700.00",04
Mar 2024,332,Clementi Ave 2,"3,300.00",04
Mar 2024,343,Clementi Ave 5,"2,000.00",04
Mar 2024,358,Clementi Ave 2,"3,550.00",04
Mar 2024,359,Clementi Ave 2,"3,000.00",04
Mar 2024,364,Clementi Ave 2,"5,400.00",04
Mar 2024,411,C'wealth Ave West,"3,900.00",04
Mar 2024,412,C'wealth Ave West,"4,000.00",04
Mar 2024,420,Clementi Ave 1,"4,950.00",04
Mar 2024,441B,Clementi Ave 3,"4,500.00",04
Mar 2024,457,Clementi Ave 3,"4,000.00",04
Mar 2024,462,Clementi Ave 3,"3,000.00",04
Mar 2024,506,West Coast Dr,"3,200.00",04
Mar 2024,507,West Coast Dr,"2,400.00",04
Mar 2024,512,West Coast Dr,"4,000.00",04
Mar 2024,601,Clementi West St 1,"3,900.00",04
Mar 2024,707,Clementi West St 2,"3,900.00",04
Mar 2024,708,Clementi West St 2,"2,000.00",04
Mar 2024,712,Clementi West St 2,"3,000.00",04
Mar 2024,715,Clementi West St 2,"3,700.00",04
Mar 2024,716,Clementi West St 2,"3,400.00",04
Mar 2024,716,Clementi West St 2,"4,600.00",04
Mar 2024,103,Clementi St 14,700.00,05
Mar 2024,114,Clementi St 13,"3,600.00",05
Mar 2024,312B,Clementi Ave 4,"4,500.00",05
Mar 2024,338,Clementi Ave 2,"4,100.00",05
Mar 2024,355,Clementi Ave 2,"4,650.00",05
Mar 2024,357,Clementi Ave 2,"3,000.00",05
Mar 2024,416,Clementi Ave 1,"3,300.00",05
Mar 2024,416,Clementi Ave 1,"4,500.00",05
Mar 2024,116,Clementi St 13,"4,680.00",06
Mar 2024,109,Aljunied Cres,"1,600.00",02
